Municipio;Ano;1A;2A;3A;4A;5A;6A;7A;8A;NCA;TotalA;1D;2D;3D;4D;5D;6D;7D;8D;NCD;TotalD;1S;2S;3S;4S;5S;6S;7S;8S;NCS;TotalS
330227;2012;21;392;55;162;598;263;0;2;0;1493;-24;-349;-76;-99;-510;-174;0;-4;0;-1236;-3;43;-21;63;88;89;0;-2;0;257
330227;2011;17;282;27;87;619;192;0;3;0;1227;-10;-259;-21;-157;-524;-181;0;-1;0;-1153;7;23;6;-70;95;11;0;2;0;74
330227;2010;3;275;0;266;567;198;0;0;0;1309;-6;-216;0;-134;-472;-131;0;0;0;-959;-3;59;0;132;95;67;0;0;0;350
330227;2009;14;147;0;17;408;100;0;0;0;686;-4;-142;0;-23;-352;-120;0;-1;0;-642;10;5;0;-6;56;-20;0;-1;0;44
330227;2008;3;251;0;66;348;132;0;0;0;800;-4;-162;0;-47;-253;-67;0;0;0;-533;-1;89;0;19;95;65;0;0;0;267
330227;2007;2;243;0;12;244;83;0;0;0;584;-9;-182;0;-19;-289;-81;0;0;0;-580;-7;61;0;-7;-45;2;0;0;0;4
330227;2006;3;146;0;375;238;98;0;0;0;860;-3;-135;0;-545;-160;-70;0;0;0;-913;0;11;0;-170;78;28;0;0;0;-53
330227;2005;8;321;0;363;89;148;0;1;0;930;-3;-131;0;-245;-61;-56;0;0;0;-496;5;190;0;118;28;92;0;1;0;434
330227;2004;10;55;0;187;62;63;0;2;0;379;-6;-22;0;-140;-65;-56;0;-2;0;-291;4;33;0;47;-3;7;0;0;0;88
330230;Total;6;352;0;71;263;187;0;293;0;1172;-13;-358;0;-55;-253;-150;-7;-276;0;-1112;-7;-6;0;16;10;37;-7;17;0;60
330230;2015;0;17;0;3;13;22;0;22;0;77;-2;-54;0;0;-16;-13;0;-28;0;-113;-2;-37;0;3;-3;9;0;-6;0;-36
330230;2014;0;72;0;5;23;8;0;29;0;137;-2;-63;0;-5;-32;-7;0;-19;0;-128;-2;9;0;0;-9;1;0;10;0;9
330230;2013;2;32;0;8;44;6;0;16;0;108;-2;-28;0;-11;-41;-15;-1;-16;0;-114;0;4;0;-3;3;-9;-1;0;0;-6
330230;2012;1;31;0;6;22;7;0;22;0;89;-1;-34;0;-9;-19;-8;0;-21;0;-92;0;-3;0;-3;3;-1;0;1;0;-3
330230;2011;3;24;0;24;26;31;0;25;0;133;-6;-24;0;-6;-31;-29;-6;-24;0;-126;-3;0;0;18;-5;2;-6;1;0;7
330230;2010;0;43;0;0;34;23;0;21;0;121;0;-45;0;-2;-15;-27;0;-31;0;-120;0;-2;0;-2;19;-4;0;-10;0;1
330230;2009;0;26;0;18;20;21;0;24;0;109;0;-22;0;-19;-14;-6;0;-28;0;-89;0;4;0;-1;6;15;0;-4;0;20
330230;2008;0;18;0;6;21;4;0;26;0;75;0;-23;0;-2;-20;-3;0;-20;0;-68;0;-5;0;4;1;1;0;6;0;7
330230;2007;0;28;0;0;16;6;0;29;0;79;0;-17;0;0;-21;-5;0;-28;0;-71;0;11;0;0;-5;1;0;1;0;8
330230;2006;0;19;0;0;17;32;0;16;0;84;0;-20;0;-1;-25;-30;0;-19;0;-95;0;-1;0;-1;-8;2;0;-3;0;-11
330230;2005;0;17;0;0;12;23;0;33;0;85;0;-21;0;0;-9;-5;0;-26;0;-61;0;-4;0;0;3;18;0;7;0;24
330230;2004;0;25;0;1;15;4;0;30;0;75;0;-7;0;0;-10;-2;0;-16;0;-35;0;18;0;1;5;2;0;14;0;40
330240;Total;13075;65244;2316;82935;96160;280721;522;1435;0;542408;-9127;-60898;-1873;-71697;-90466;-255292;-257;-1381;0;-490991;3948;4346;443;11238;5694;25429;265;54;0;51417
330240;2015;133;4871;144;5720;7310;21842;0;101;0;40121;-575;-6251;-209;-7136;-8125;-29054;-2;-118;0;-51470;-442;-1380;-65;-1416;-815;-7212;-2;-17;0;-11349
330240;2014;325;6687;281;11881;9477;28914;5;174;0;57744;-958;-6525;-177;-12076;-9259;-28745;-3;-166;0;-57909;-633;162;104;-195;218;169;2;8;0;-165
330240;2013;531;6278;306;12142;10046;29414;1;154;0;58872;-952;-8326;-233;-5916;-10388;-28954;0;-138;0;-54907;-421;-2048;73;6226;-342;460;1;16;0;3965
330240;2012;915;7423;248;6191;9735;30547;0;150;0;55209;-543;-7096;-293;-3429;-9500;-29077;-1;-128;0;-50067;372;327;-45;2762;235;1470;-1;22;0;5142
330240;2011;1291;6862;248;7369;9759;32232;0;121;0;57882;-748;-5313;-186;-5655;-9140;-25201;0;-132;0;-46375;543;1549;62;1714;619;7031;0;-11;0;11507
330240;2010;1786;6764;93;4664;9269;28328;1;104;0;51009;-1470;-5976;-83;-5287;-8366;-21926;0;-94;0;-43202;316;788;10;-623;903;6402;1;10;0;7807
330240;2009;889;4436;74;6095;8540;23484;1;123;0;43642;-480;-4399;-52;-9341;-7996;-21340;-1;-120;0;-43729;409;37;22;-3246;544;2144;0;3;0;-87
330240;2008;1511;5431;41;9664;8350;22608;7;106;0;47718;-559;-4389;-32;-5710;-7102;-19813;-10;-90;0;-37705;952;1042;9;3954;1248;2795;-3;16;0;10013
330240;2007;611;4768;84;4722;6521;21517;165;95;0;38483;-289;-3681;-112;-5248;-5771;-16501;-14;-71;0;-31687;322;1087;-28;-526;750;5016;151;24;0;6796
330240;2006;917;4370;482;5175;5697;17245;109;76;0;34071;-350;-3434;-201;-3547;-5102;-13526;-44;-81;0;-26285;567;936;281;1628;595;3719;65;-5;0;7786
330240;2005;1857;3644;142;4422;5940;12912;23;103;0;29043;-1048;-2795;-164;-3997;-4979;-11618;-28;-118;0;-24747;809;849;-22;425;961;1294;-5;-15;0;4296
330240;2004;2309;3710;173;4890;5516;11678;210;128;0;28614;-1155;-2713;-131;-4355;-4738;-9537;-154;-125;0;-22908;1154;997;42;535;778;2141;56;3;0;5706
330245;Total;0;918;0;194;962;1019;0;113;0;3206;0;-747;0;-136;-837;-964;0;-127;0;-2811;0;171;0;58;125;55;0;-14;0;395
330245;2015;0;95;0;5;79;51;0;3;0;233;0;-92;0;-7;-79;-46;0;-4;0;-228;0;3;0;-2;0;5;0;-1;0;5
330245;2014;0;133;0;5;120;70;0;7;0;335;0;-128;0;0;-90;-83;0;-9;0;-310;0;5;0;5;30;-13;0;-2;0;25
330245;2013;0;127;0;20;100;69;0;10;0;326;0;-68;0;-25;-79;-51;0;-15;0;-238;0;59;0;-5;21;18;0;-5;0;88
330245;2012;0;94;0;21;92;173;0;10;0;390;0;-73;0;-17;-80;-240;0;-8;0;-418;0;21;0;4;12;-67;0;2;0;-28
330245;2011;0;89;0;43;91;131;0;9;0;363;0;-81;0;-62;-72;-132;0;-8;0;-355;0;8;0;-19;19;-1;0;1;0;8
330245;2010;0;128;0;80;91;294;0;13;0;606;0;-92;0;-8;-92;-274;0;-12;0;-478;0;36;0;72;-1;20;0;1;0;128
330245;2009;0;79;0;1;92;156;0;7;0;335;0;-78;0;-2;-64;-79;0;-10;0;-233;0;1;0;-1;28;77;0;-3;0;102
330245;2008;0;56;0;0;60;26;0;14;0;156;0;-53;0;-2;-49;-13;0;-16;0;-133;0;3;0;-2;11;13;0;-2;0;23
330245;2007;0;14;0;3;47;8;0;8;0;80;0;-7;0;-1;-48;-11;0;-14;0;-81;0;7;0;2;-1;-3;0;-6;0;-1
330245;2006;0;8;0;8;48;13;0;13;0;90;0;-26;0;-3;-32;-13;0;-7;0;-81;0;-18;0;5;16;0;0;6;0;9
330245;2005;0;10;0;2;75;18;0;12;0;117;0;-28;0;-1;-81;-14;0;-12;0;-136;0;-18;0;1;-6;4;0;0;0;-19
330245;2004;0;85;0;6;67;10;0;7;0;175;0;-21;0;-8;-71;-8;0;-12;0;-120;0;64;0;-2;-4;2;0;-5;0;55
330250;Total;451;9716;744;7966;33992;19431;97;329;0;72726;-369;-8670;-675;-7372;-31674;-16708;-90;-331;0;-65889;82;1046;69;594;2318;2723;7;-2;0;6837
330250;2015;82;453;57;709;3023;2133;0;41;0;6498;-65;-674;-69;-788;-3216;-1970;0;-25;0;-6807;17;-221;-12;-79;-193;163;0;16;0;-309
330250;2014;81;706;72;879;3442;2181;0;21;0;7382;-49;-722;-166;-880;-3466;-1828;0;-31;0;-7142;32;-16;-94;-1;-24;353;0;-10;0;240
330250;2013;34;858;120;863;4071;2260;0;14;0;8220;-38;-807;-93;-746;-3834;-2066;0;-9;0;-7593;-4;51;27;117;237;194;0;5;0;627
330250;2012;30;807;123;867;3944;1965;0;11;0;7747;-29;-790;-64;-801;-3729;-1514;0;-22;0;-6949;1;17;59;66;215;451;0;-11;0;798
330250;2011;50;876;101;531;3738;1725;0;21;0;7042;-38;-881;-56;-551;-3414;-1346;0;-38;0;-6324;12;-5;45;-20;324;379;0;-17;0;718
330250;2010;49;920;39;566;3046;1681;0;28;0;6329;-36;-832;-63;-1464;-2693;-1173;0;-17;0;-6278;13;88;-24;-898;353;508;0;11;0;51
330250;2009;42;854;71;1744;2557;1227;0;17;0;6512;-28;-772;-52;-524;-2666;-1063;0;-28;0;-5133;14;82;19;1220;-109;164;0;-11;0;1379
330250;2008;41;920;63;536;2180;973;0;29;0;4742;-28;-634;-66;-273;-2052;-902;0;-34;0;-3989;13;286;-3;263;128;71;0;-5;0;753
330250;2007;11;927;0;396;2076;984;57;48;0;4499;-4;-648;-2;-432;-1703;-1085;-54;-36;0;-3964;7;279;-2;-36;373;-101;3;12;0;535
330250;2006;9;977;10;244;2193;1351;36;20;0;4840;-8;-843;-18;-227;-1910;-1063;-36;-26;0;-4131;1;134;-8;17;283;288;0;-6;0;709
330250;2005;10;994;79;280;2214;1487;2;46;0;5112;-35;-655;-17;-266;-1544;-1183;0;-31;0;-3731;-25;339;62;14;670;304;2;15;0;1381
330250;2004;12;424;9;351;1508;1464;2;33;0;3803;-11;-412;-9;-420;-1447;-1515;0;-34;0;-3848;1;12;0;-69;61;-51;2;-1;0;-45
330260;Total;262;302;0;1799;4028;40188;19;588;0;47186;-189;-288;0;-1674;-3722;-28408;-12;-566;0;-34859;73;14;0;125;306;11780;7;22;0;12327
330260;2015;0;42;0;133;478;1465;2;32;0;2152;0;-30;0;-161;-478;-1492;0;-46;0;-2207;0;12;0;-28;0;-27;2;-14;0;-55
330260;2014;4;43;0;154;521;1728;3;57;0;2510;-8;-54;0;-111;-516;-1546;-3;-50;0;-2288;-4;-11;0;43;5;182;0;7;0;222
330260;2013;3;20;0;89;505;1490;1;23;0;2131;-1;-23;0;-97;-445;-1771;-2;-13;0;-2352;2;-3;0;-8;60;-281;-1;10;0;-221
330260;2012;0;26;0;431;461;2017;4;11;0;2950;0;-20;0;-326;-447;-1856;-1;-10;0;-2660;0;6;0;105;14;161;3;1;0;290
330260;2011;0;44;0;218;400;1662;0;9;0;2333;0;-36;0;-163;-348;-1465;-1;-29;0;-2042;0;8;0;55;52;197;-1;-20;0;291
330260;2010;0;58;0;58;292;1504;1;34;0;1947;0;-63;0;-69;-302;-1998;-1;-32;0;-2465;0;-5;0;-11;-10;-494;0;2;0;-518
330260;2009;0;31;0;100;244;2179;1;40;0;2595;0;-18;0;-74;-234;-5811;-2;-54;0;-6193;0;13;0;26;10;-3632;-1;-14;0;-3598
330260;2008;0;10;0;102;268;3605;3;42;0;4030;0;-13;0;-151;-248;-3001;-1;-50;0;-3464;0;-3;0;-49;20;604;2;-8;0;566
330260;2007;37;10;0;286;247;8972;0;31;0;9583;-47;-15;0;-210;-190;-3506;0;-114;0;-4082;-10;-5;0;76;57;5466;0;-83;0;5501
330260;2006;65;11;0;125;211;5481;0;113;0;6006;-39;-9;0;-112;-198;-2560;0;-80;0;-2998;26;2;0;13;13;2921;0;33;0;3008
330260;2005;115;0;0;59;197;7495;0;131;0;7997;-62;-5;0;-146;-155;-2133;0;-71;0;-2572;53;-5;0;-87;42;5362;0;60;0;5425
330260;2004;38;7;0;44;204;2590;4;65;0;2952;-32;-2;0;-54;-161;-1269;-1;-17;0;-1536;6;5;0;-10;43;1321;3;48;0;1416
330270;Total;165;4787;2;1360;23504;12706;5;275;0;42804;-173;-4628;-1;-1270;-21781;-10952;-18;-297;0;-39120;-8;159;1;90;1723;1754;-13;-22;0;3684
330270;2015;14;515;1;245;2836;1687;0;9;0;5307;-38;-585;-1;-192;-3104;-1662;0;-12;0;-5594;-24;-70;0;53;-268;25;0;-3;0;-287
330270;2014;28;569;0;137;3228;1592;0;14;0;5568;-30;-496;0;-152;-3037;-1399;0;-13;0;-5127;-2;73;0;-15;191;193;0;1;0;441
330270;2013;15;356;0;201;2644;1310;1;20;0;4547;-13;-437;0;-257;-2499;-1131;-14;-22;0;-4373;2;-81;0;-56;145;179;-13;-2;0;174
330270;2012;25;545;0;117;2668;1371;0;13;0;4739;-20;-487;0;-160;-2506;-1181;0;-15;0;-4369;5;58;0;-43;162;190;0;-2;0;370
330270;2011;14;515;0;245;2266;1169;0;7;0;4216;-13;-532;0;-136;-2129;-1048;0;-16;0;-3874;1;-17;0;109;137;121;0;-9;0;342
330270;2010;36;467;1;97;2053;1181;1;10;0;3846;-23;-397;0;-83;-1677;-885;-2;-20;0;-3087;13;70;1;14;376;296;-1;-10;0;759
330270;2009;14;362;0;81;1540;996;1;18;0;3012;-11;-339;0;-105;-1467;-762;-1;-29;0;-2714;3;23;0;-24;73;234;0;-11;0;298
330270;2008;0;498;0;104;1384;804;1;22;0;2813;-3;-465;0;-90;-1261;-749;0;-34;0;-2602;-3;33;0;14;123;55;1;-12;0;211
330270;2007;13;418;0;64;1291;834;0;57;0;2677;-10;-402;0;-43;-1008;-665;0;-37;0;-2165;3;16;0;21;283;169;0;20;0;512
330270;2006;0;201;0;43;1270;713;0;33;0;2260;-9;-185;0;-18;-1099;-584;0;-34;0;-1929;-9;16;0;25;171;129;0;-1;0;331
330270;2005;5;156;0;11;1262;588;1;31;0;2054;0;-170;0;-9;-1095;-450;-1;-39;0;-1764;5;-14;0;2;167;138;0;-8;0;290
330270;2004;1;185;0;15;1062;461;0;41;0;1765;-3;-133;0;-25;-899;-436;0;-26;0;-1522;-2;52;0;-10;163;25;0;15;0;243
330280;Total;0;617;0;1032;2896;1538;1008;56;0;7147;0;-616;0;-1210;-2704;-1521;-786;-39;0;-6876;0;1;0;-178;192;17;222;17;0;271
330280;2015;0;56;0;45;269;102;25;1;0;498;0;-44;0;-44;-259;-140;-42;0;0;-529;0;12;0;1;10;-38;-17;1;0;-31
330280;2014;0;47;0;1;300;109;39;0;0;496;0;-62;0;-2;-240;-105;-46;0;0;-455;0;-15;0;-1;60;4;-7;0;0;41
330280;2013;0;59;0;2;258;93;42;1;0;455;0;-34;0;-3;-247;-82;-65;-1;0;-432;0;25;0;-1;11;11;-23;0;0;23
330280;2012;0;51;0;11;270;118;21;3;0;474;0;-61;0;-4;-258;-107;-52;-5;0;-487;0;-10;0;7;12;11;-31;-2;0;-13
330280;2011;0;49;0;23;222;120;6;12;0;432;0;-51;0;-27;-208;-125;-51;-11;0;-473;0;-2;0;-4;14;-5;-45;1;0;-41
330280;2010;0;42;0;28;245;164;14;18;0;511;0;-51;0;-25;-185;-151;-50;-10;0;-472;0;-9;0;3;60;13;-36;8;0;39
330280;2009;0;39;0;17;220;157;85;14;0;532;0;-53;0;-48;-213;-282;-118;-2;0;-716;0;-14;0;-31;7;-125;-33;12;0;-184
330280;2008;0;60;0;63;292;248;97;1;0;761;0;-57;0;-27;-353;-135;-62;-3;0;-637;0;3;0;36;-61;113;35;-2;0;124
330280;2007;0;52;0;210;191;91;108;0;0;652;0;-51;0;-425;-197;-86;-66;-2;0;-827;0;1;0;-215;-6;5;42;-2;0;-175
330280;2006;0;49;0;219;210;111;397;0;0;986;0;-61;0;-220;-155;-104;-63;-2;0;-605;0;-12;0;-1;55;7;334;-2;0;381
330280;2005;0;40;0;193;169;112;122;5;0;641;0;-46;0;-213;-178;-90;-89;-2;0;-618;0;-6;0;-20;-9;22;33;3;0;23
330280;2004;0;73;0;220;250;113;52;1;0;709;0;-45;0;-172;-211;-114;-82;-1;0;-625;0;28;0;48;39;-1;-30;0;0;84
330285;Total;0;5273;26;3323;13113;27834;0;5;0;49574;0;-4795;-358;-2797;-11915;-26813;0;-4;0;-46682;0;478;-332;526;1198;1021;0;1;0;2892
330285;2015;0;403;0;179;1528;2447;0;4;0;4561;0;-496;-1;-223;-1588;-3054;0;-4;0;-5366;0;-93;-1;-44;-60;-607;0;0;0;-805
330285;2014;0;448;1;310;1607;3585;0;0;0;5951;0;-518;-3;-276;-1559;-3660;0;0;0;-6016;0;-70;-2;34;48;-75;0;0;0;-65
330285;2013;0;818;23;387;1540;3980;0;0;0;6748;0;-619;-352;-243;-1409;-3693;0;0;0;-6316;0;199;-329;144;131;287;0;0;0;432
330285;2012;0;607;0;239;1507;3341;0;0;0;5694;0;-645;-1;-645;-1492;-3181;0;0;0;-5964;0;-38;-1;-406;15;160;0;0;0;-270
330285;2011;0;595;2;1083;1382;2926;0;0;0;5988;0;-610;0;-700;-1256;-2675;0;0;0;-5241;0;-15;2;383;126;251;0;0;0;747
330285;2010;0;639;0;690;1157;2348;0;0;0;4834;0;-537;0;-355;-1005;-2423;0;0;0;-4320;0;102;0;335;152;-75;0;0;0;514
330285;2009;0;494;0;115;1070;2947;0;0;0;4626;0;-418;0;-101;-1072;-2933;0;0;0;-4524;0;76;0;14;-2;14;0;0;0;102
330285;2008;0;438;0;86;1083;2904;0;1;0;4512;0;-409;0;-55;-1014;-2548;0;0;0;-4026;0;29;0;31;69;356;0;1;0;486
330285;2007;0;470;0;111;889;1833;0;0;0;3303;0;-322;0;-62;-743;-1583;0;0;0;-2710;0;148;0;49;146;250;0;0;0;593
330285;2006;0;229;0;117;934;660;0;0;0;1940;0;-124;-1;-111;-553;-461;0;0;0;-1250;0;105;-1;6;381;199;0;0;0;690
330285;2005;0;60;0;2;284;453;0;0;0;799;0;-50;0;-15;-155;-313;0;0;0;-533;0;10;0;-13;129;140;0;0;0;266
330285;2004;0;72;0;4;132;410;0;0;0;618;0;-47;0;-11;-69;-289;0;0;0;-416;0;25;0;-7;63;121;0;0;0;202
330290;Total;18;580;22;1370;4733;4606;435;465;0;12229;-11;-534;-17;-1199;-4454;-4215;-523;-403;0;-11356;7;46;5;171;279;391;-88;62;0;873
330290;2015;0;30;5;230;404;364;14;36;0;1083;0;-35;-3;-197;-356;-304;-54;-34;0;-983;0;-5;2;33;48;60;-40;2;0;100
330290;2014;0;32;1;166;474;299;36;26;0;1034;0;-26;-3;-176;-453;-319;-1;-36;0;-1014;0;6;-2;-10;21;-20;35;-10;0;20
330290;2013;0;33;1;195;441;327;3;28;0;1028;0;-35;0;-171;-433;-380;-26;-47;0;-1092;0;-2;1;24;8;-53;-23;-19;0;-64
330290;2012;0;15;5;110;407;361;27;40;0;965;0;-37;-2;-82;-555;-447;0;-38;0;-1161;0;-22;3;28;-148;-86;27;2;0;-196
330290;2011;1;56;6;157;440;433;9;38;0;1140;0;-60;-1;-157;-373;-268;-8;-28;0;-895;1;-4;5;0;67;165;1;10;0;245
330290;2010;2;81;1;139;461;414;9;54;0;1161;-2;-52;-1;-94;-398;-373;-2;-43;0;-965;0;29;0;45;63;41;7;11;0;196
330290;2009;1;46;0;50;309;385;17;34;0;842;0;-63;-2;-56;-432;-325;-19;-26;0;-923;1;-17;-2;-6;-123;60;-2;8;0;-81
330290;2008;6;43;1;49;493;223;32;42;0;889;-6;-57;-3;-54;-320;-198;-268;-23;0;-929;0;-14;-2;-5;173;25;-236;19;0;-40
330290;2007;0;50;1;34;268;194;29;25;0;601;0;-56;-1;-23;-244;-264;-19;-36;0;-643;0;-6;0;11;24;-70;10;-11;0;-42
330290;2006;1;42;1;40;301;480;132;30;0;1027;0;-31;0;-86;-289;-474;-20;-17;0;-917;1;11;1;-46;12;6;112;13;0;110
330290;2005;4;95;0;122;380;525;95;52;0;1273;-2;-47;0;-68;-319;-363;-29;-46;0;-874;2;48;0;54;61;162;66;6;0;399
330290;2004;3;57;0;78;355;601;32;60;0;1186;-1;-35;-1;-35;-282;-500;-77;-29;0;-960;2;22;-1;43;73;101;-45;31;0;226
330300;Total;4;2356;0;704;3444;1400;0;594;0;8502;-8;-2014;0;-527;-2863;-1366;0;-565;0;-7343;-4;342;0;177;581;34;0;29;0;1159
330300;2015;0;242;0;138;337;189;0;43;0;949;0;-233;0;-104;-341;-152;0;-44;0;-874;0;9;0;34;-4;37;0;-1;0;75
330300;2014;0;238;0;86;489;176;0;29;0;1018;0;-263;0;-68;-328;-142;0;-49;0;-850;0;-25;0;18;161;34;0;-20;0;168
330300;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330300;2012;0;346;0;90;401;166;0;50;0;1053;0;-251;0;-55;-295;-132;0;-49;0;-782;0;95;0;35;106;34;0;1;0;271
330300;2011;0;273;0;85;269;112;0;60;0;799;0;-201;0;-58;-242;-112;0;-54;0;-667;0;72;0;27;27;0;0;6;0;132
330300;2010;0;221;0;57;284;108;0;58;0;728;0;-177;0;-37;-232;-89;0;-64;0;-599;0;44;0;20;52;19;0;-6;0;129
330300;2009;0;241;0;40;289;85;0;46;0;701;0;-121;0;-12;-264;-136;0;-43;0;-576;0;120;0;28;25;-51;0;3;0;125
330300;2008;0;130;0;23;209;68;0;57;0;487;0;-122;0;-20;-206;-87;0;-61;0;-496;0;8;0;3;3;-19;0;-4;0;-9
330300;2007;0;142;0;36;243;87;0;60;0;568;-1;-113;0;-20;-197;-79;0;-53;0;-463;-1;29;0;16;46;8;0;7;0;105
330300;2006;2;72;0;27;221;72;0;25;0;419;-1;-96;0;-19;-148;-72;0;-27;0;-363;1;-24;0;8;73;0;0;-2;0;56
330300;2005;2;86;0;17;178;70;0;51;0;404;-2;-64;0;-29;-130;-62;0;-34;0;-321;0;22;0;-12;48;8;0;17;0;83
330300;2004;0;105;0;27;165;113;0;54;0;464;-4;-84;0;-13;-124;-170;0;-45;0;-440;-4;21;0;14;41;-57;0;9;0;24
330310;Total;31;571;6;255;983;768;339;529;0;3482;-28;-542;-2;-219;-926;-643;-404;-539;0;-3303;3;29;4;36;57;125;-65;-10;0;179
330310;2015;3;48;0;33;94;78;0;42;0;298;-6;-36;0;-40;-89;-62;0;-61;0;-294;-3;12;0;-7;5;16;0;-19;0;4
330310;2014;0;84;0;30;125;103;0;49;0;391;0;-82;0;-39;-97;-83;0;-52;0;-353;0;2;0;-9;28;20;0;-3;0;38
330310;2013;0;120;0;71;130;63;0;32;0;416;0;-54;0;-57;-114;-50;0;-33;0;-308;0;66;0;14;16;13;0;-1;0;108
330310;2012;2;11;1;56;101;58;0;27;0;256;-2;-14;-2;-31;-71;-45;0;-38;0;-203;0;-3;-1;25;30;13;0;-11;0;53
330310;2011;3;31;5;1;91;53;0;59;0;243;-3;-90;0;-5;-92;-30;0;-44;0;-264;0;-59;5;-4;-1;23;0;15;0;-21
330310;2010;4;73;0;4;71;36;0;49;0;237;-5;-12;0;-10;-68;-61;-1;-35;0;-192;-1;61;0;-6;3;-25;-1;14;0;45
330310;2009;6;73;0;7;58;38;0;36;0;218;-4;-28;0;-4;-87;-38;-91;-47;0;-299;2;45;0;3;-29;0;-91;-11;0;-81
330310;2008;7;12;0;2;67;48;91;42;0;269;-5;-8;0;-1;-55;-28;-37;-37;0;-171;2;4;0;1;12;20;54;5;0;98
330310;2007;3;4;0;1;47;21;67;36;0;179;-1;-17;0;-3;-47;-20;-188;-41;0;-317;2;-13;0;-2;0;1;-121;-5;0;-138
330310;2006;1;10;0;40;70;183;126;57;0;487;-1;-67;0;-23;-68;-170;-15;-48;0;-392;0;-57;0;17;2;13;111;9;0;95
330310;2005;2;101;0;1;52;35;27;45;0;263;-1;-127;0;-4;-61;-23;-17;-42;0;-275;1;-26;0;-3;-9;12;10;3;0;-12
330310;2004;0;4;0;9;77;52;28;55;0;225;0;-7;0;-2;-77;-33;-55;-61;0;-235;0;-3;0;7;0;19;-27;-6;0;-10
330320;Total;10;7776;10;6299;32539;32186;36;0;0;78856;-11;-7572;-14;-8135;-30238;-28242;-29;-5;0;-74246;-1;204;-4;-1836;2301;3944;7;-5;0;4610
330320;2015;0;283;0;821;2981;3397;0;0;0;7482;0;-350;-1;-1754;-3009;-3286;0;0;0;-8400;0;-67;-1;-933;-28;111;0;0;0;-918
330320;2014;0;560;0;842;3176;3520;18;0;0;8116;0;-639;-1;-1084;-3164;-3201;-16;0;0;-8105;0;-79;-1;-242;12;319;2;0;0;11
330320;2013;0;863;0;453;3263;4428;14;0;0;9021;0;-760;-1;-613;-3151;-3294;-8;0;0;-7827;0;103;-1;-160;112;1134;6;0;0;1194
